"INDICATOR","HFA_42"

"HFA_42","UNDP Human Development Index (HDI)"

"UNIT_TYPE","Unit"
"SCORE","score"

"EXTERNID","ID in the originating data source"

"DATA_SOURCE","Data source"
"HFA","European Health for All database"

"DATA_TYPE_REPRESENTATION","Data type representation"
"SCORE","Score"

"DATA_SET","Data set"
"HFA","European Health for All database (WHO)"

"DATA_MASK","Mask for controlling the output format of values"

"SEX","Sex"
"FEMALE","Female"
"MALE","Male"
"ALL","All"

"COUNTRY","COUNTRY_GRP","SEX","YEAR","VALUE"
"LVA","","ALL","2009","0.81"
"LVA","","ALL","2010","0.81"
"LVA","","ALL","2011","0.81"
"LVA","","ALL","2012","0.81"
"LVA","","ALL","2013","0.82"
"LVA","","ALL","2014","0.83"
"LVA","","ALL","2015","0.83"
"MLT","","ALL","1980","0.71"
"MLT","","ALL","1990","0.74"
"MLT","","ALL","1991","0.74"
"MLT","","ALL","1992","0.75"
"MLT","","ALL","1993","0.75"
"MLT","","ALL","1994","0.75"
"MLT","","ALL","1995","0.76"
"MLT","","ALL","1996","0.76"
"MLT","","ALL","1997","0.77"
"MLT","","ALL","1998","0.78"
"MLT","","ALL","1999","0.78"
"MLT","","ALL","2000","0.78"
"MLT","","ALL","2001","0.79"
"MLT","","ALL","2002","0.79"
"MLT","","ALL","2003","0.8"
"MLT","","ALL","2004","0.8"
"MLT","","ALL","2005","0.81"
"MLT","","ALL","2006","0.81"
"MLT","","ALL","2007","0.81"
"MLT","","ALL","2008","0.81"
"MLT","","ALL","2009","0.82"
"MLT","","ALL","2010","0.83"
"MLT","","ALL","2011","0.82"
"MLT","","ALL","2012","0.83"
"MLT","","ALL","2013","0.85"
"MLT","","ALL","2014","0.85"
"MLT","","ALL","2015","0.86"
"MNE","","ALL","2003","0.74"
"MNE","","ALL","2004","0.75"
"MNE","","ALL","2005","0.75"
"MNE","","ALL","2006","0.76"
"MNE","","ALL","2007","0.77"
"MNE","","ALL","2008","0.78"
"MNE","","ALL","2009","0.79"
"MNE","","ALL","2010","0.79"
"MNE","","ALL","2011","0.8"
"MNE","","ALL","2012","0.8"
"MNE","","ALL","2013","0.8"
"MNE","","ALL","2014","0.8"
"MNE","","ALL","2015","0.81"
"NLD","","ALL","1980","0.8"
"NLD","","ALL","1990","0.83"
"NLD","","ALL","1991","0.84"
"NLD","","ALL","1992","0.84"
"NLD","","ALL","1993","0.84"
"NLD","","ALL","1994","0.86"
"NLD","","ALL","1995","0.86"
"NLD","","ALL","1996","0.87"
"NLD","","ALL","1997","0.87"
"NLD","","ALL","1998","0.87"
"NLD","","ALL","1999","0.87"
"NLD","","ALL","2000","0.88"
"NLD","","ALL","2001","0.88"
"NLD","","ALL","2002","0.88"
"NLD","","ALL","2003","0.88"
"NLD","","ALL","2004","0.89"
"NLD","","ALL","2005","0.89"
"NLD","","ALL","2006","0.9"
"NLD","","ALL","2007","0.9"
"NLD","","ALL","2008","0.91"
"NLD","","ALL","2009","0.91"
"NLD","","ALL","2010","0.91"
"NLD","","ALL","2011","0.92"
"NLD","","ALL","2012","0.92"
"NLD","","ALL","2013","0.92"
"NLD","","ALL","2014","0.92"
"NLD","","ALL","2015","0.92"
"NOR","","ALL","1980","0.8"
"NOR","","ALL","1990","0.85"
"NOR","","ALL","1991","0.86"
"NOR","","ALL","1992","0.86"
"NOR","","ALL","1993","0.87"
"NOR","","ALL","1994","0.88"
"NOR","","ALL","1995","0.88"
"NOR","","ALL","1996","0.89"
"NOR","","ALL","1997","0.9"
"NOR","","ALL","1998","0.91"
"NOR","","ALL","1999","0.91"
"NOR","","ALL","2000","0.92"
"NOR","","ALL","2001","0.92"
"NOR","","ALL","2002","0.92"
"NOR","","ALL","2003","0.92"
"NOR","","ALL","2004","0.93"
"NOR","","ALL","2005","0.93"
"NOR","","ALL","2006","0.93"
"NOR","","ALL","2007","0.94"
"NOR","","ALL","2008","0.94"
"NOR","","ALL","2009","0.94"
"NOR","","ALL","2010","0.94"
"NOR","","ALL","2011","0.94"
"NOR","","ALL","2012","0.94"
"NOR","","ALL","2013","0.94"
"NOR","","ALL","2014","0.95"
"NOR","","ALL","2015","0.95"
"","NORDIC","ALL","1980","0.79"
"","NORDIC","ALL","1990","0.81"
"","NORDIC","ALL","1991","0.81"
"","NORDIC","ALL","1992","0.82"
"","NORDIC","ALL","1993","0.83"
"","NORDIC","ALL","1994","0.84"
"","NORDIC","ALL","1995","0.85"
"","NORDIC","ALL","1996","0.85"
"","NORDIC","ALL","1997","0.86"
"","NORDIC","ALL","1998","0.86"
"","NORDIC","ALL","1999","0.87"
"","NORDIC","ALL","2000","0.88"
"","NORDIC","ALL","2001","0.88"
"","NORDIC","ALL","2002","0.88"
"","NORDIC","ALL","2003","0.89"
"","NORDIC","ALL","2004","0.89"
"","NORDIC","ALL","2005","0.9"
"","NORDIC","ALL","2006","0.9"
"","NORDIC","ALL","2007","0.9"
"","NORDIC","ALL","2008","0.9"
"","NORDIC","ALL","2009","0.9"
"","NORDIC","ALL","2010","0.9"
"","NORDIC","ALL","2011","0.91"
"","NORDIC","ALL","2012","0.91"
"","NORDIC","ALL","2013","0.92"
"","NORDIC","ALL","2014","0.92"
"","NORDIC","ALL","2015","0.92"
"POL","","ALL","1990","0.71"
"POL","","ALL","1991","0.71"
"POL","","ALL","1992","0.71"
"POL","","ALL","1993","0.72"
"POL","","ALL","1994","0.73"
"POL","","ALL","1995","0.74"
"POL","","ALL","1996","0.75"
"POL","","ALL","1997","0.76"
"POL","","ALL","1998","0.77"
"POL","","ALL","1999","0.78"
"POL","","ALL","2000","0.78"
"POL","","ALL","2001","0.79"
"POL","","ALL","2002","0.8"
"POL","","ALL","2003","0.8"
"POL","","ALL","2004","0.8"
"POL","","ALL","2005","0.8"
"POL","","ALL","2006","0.81"
"POL","","ALL","2007","0.81"
"POL","","ALL","2008","0.82"
"POL","","ALL","2009","0.82"
"POL","","ALL","2010","0.83"
"POL","","ALL","2011","0.83"
"POL","","ALL","2012","0.84"
"POL","","ALL","2013","0.85"
"POL","","ALL","2014","0.85"
"POL","","ALL","2015","0.86"
"PRT","","ALL","1980","0.64"
"PRT","","ALL","1990","0.71"
"PRT","","ALL","1991","0.72"
"PRT","","ALL","1992","0.73"
"PRT","","ALL","1993","0.74"
"PRT","","ALL","1994","0.75"
"PRT","","ALL","1995","0.76"
"PRT","","ALL","1996","0.77"
"PRT","","ALL","1997","0.77"
"PRT","","ALL","1998","0.78"
"PRT","","ALL","1999","0.78"
"PRT","","ALL","2000","0.78"
"PRT","","ALL","2001","0.79"
"PRT","","ALL","2002","0.79"
"PRT","","ALL","2003","0.79"
"PRT","","ALL","2004","0.79"
"PRT","","ALL","2005","0.79"
"PRT","","ALL","2006","0.8"
"PRT","","ALL","2007","0.8"
"PRT","","ALL","2008","0.81"
"PRT","","ALL","2009","0.81"
"PRT","","ALL","2010","0.82"
"PRT","","ALL","2011","0.82"
"PRT","","ALL","2012","0.83"
"PRT","","ALL","2013","0.84"
"PRT","","ALL","2014","0.84"
"PRT","","ALL","2015","0.84"
"ROU","","ALL","1990","0.7"
"ROU","","ALL","1991","0.69"
"ROU","","ALL","1992","0.68"
"ROU","","ALL","1993","0.68"
"ROU","","ALL","1994","0.68"
"ROU","","ALL","1995","0.69"
"ROU","","ALL","1996","0.69"
"ROU","","ALL","1997","0.7"
"ROU","","ALL","1998","0.7"
"ROU","","ALL","1999","0.7"
"ROU","","ALL","2000","0.71"
"ROU","","ALL","2001","0.71"
"ROU","","ALL","2002","0.72"
"ROU","","ALL","2003","0.73"
"ROU","","ALL","2004","0.74"
"ROU","","ALL","2005","0.76"
"ROU","","ALL","2006","0.77"
"ROU","","ALL","2007","0.78"
"ROU","","ALL","2008","0.8"
"ROU","","ALL","2009","0.8"
"ROU","","ALL","2010","0.8"
"ROU","","ALL","2011","0.8"
"ROU","","ALL","2012","0.79"
"ROU","","ALL","2013","0.8"
"ROU","","ALL","2014","0.8"
"ROU","","ALL","2015","0.8"
"RUS","","ALL","1990","0.73"
"RUS","","ALL","1991","0.73"
"RUS","","ALL","1992","0.72"
"RUS","","ALL","1993","0.71"
"RUS","","ALL","1994","0.7"
"RUS","","ALL","1995","0.7"
"RUS","","ALL","1996","0.7"
"RUS","","ALL","1997","0.7"
"RUS","","ALL","1998","0.7"
"RUS","","ALL","1999","0.71"
"RUS","","ALL","2000","0.72"
"RUS","","ALL","2001","0.73"
"RUS","","ALL","2002","0.73"
"RUS","","ALL","2003","0.74"
"RUS","","ALL","2004","0.75"
"RUS","","ALL","2005","0.75"
"RUS","","ALL","2006","0.76"
"RUS","","ALL","2007","0.77"
"RUS","","ALL","2008","0.78"
"RUS","","ALL","2009","0.77"
"RUS","","ALL","2010","0.78"
"RUS","","ALL","2011","0.79"
"RUS","","ALL","2012","0.8"
"RUS","","ALL","2013","0.8"
"RUS","","ALL","2014","0.8"
"RUS","","ALL","2015","0.8"
"","SEEHN","ALL","1990","0.71"
"","SEEHN","ALL","1991","0.7"
"","SEEHN","ALL","1992","0.69"
"","SEEHN","ALL","1993","0.69"
"","SEEHN","ALL","1994","0.7"
"","SEEHN","ALL","1995","0.7"
"","SEEHN","ALL","1996","0.71"
"","SEEHN","ALL","1997","0.71"
"","SEEHN","ALL","1998","0.71"
"","SEEHN","ALL","1999","0.72"
"","SEEHN","ALL","2000","0.72"
"","SEEHN","ALL","2001","0.73"
"","SEEHN","ALL","2002","0.74"
"","SEEHN","ALL","2003","0.74"
"","SEEHN","ALL","2004","0.75"
"","SEEHN","ALL","2005","0.76"
"","SEEHN","ALL","2006","0.77"
"","SEEHN","ALL","2007","0.78"
"","SEEHN","ALL","2008","0.79"
"","SEEHN","ALL","2009","0.79"
"","SEEHN","ALL","2010","0.79"
"","SEEHN","ALL","2011","0.8"
"","SEEHN","ALL","2012","0.8"
"","SEEHN","ALL","2013","0.8"
"","SEEHN","ALL","2014","0.8"
"","SEEHN","ALL","2015","0.81"
"","SMALL","ALL","1980","0.73"
"","SMALL","ALL","1990","0.75"
"","SMALL","ALL","1991","0.76"
"","SMALL","ALL","1992","0.76"
"","SMALL","ALL","1993","0.77"
"","SMALL","ALL","1994","0.78"
"","SMALL","ALL","1995","0.78"
"","SMALL","ALL","1996","0.78"
"","SMALL","ALL","1997","0.78"
"","SMALL","ALL","1998","0.79"
"","SMALL","ALL","1999","0.8"
"","SMALL","ALL","2000","0.8"
"","SMALL","ALL","2001","0.8"
"","SMALL","ALL","2002","0.81"
"","SMALL","ALL","2003","0.81"
"","SMALL","ALL","2004","0.82"
"","SMALL","ALL","2005","0.82"
"","SMALL","ALL","2006","0.83"
"","SMALL","ALL","2007","0.84"
"","SMALL","ALL","2008","0.84"
"","SMALL","ALL","2009","0.84"
"","SMALL","ALL","2010","0.84"
"","SMALL","ALL","2011","0.85"
"","SMALL","ALL","2012","0.85"
"","SMALL","ALL","2013","0.86"
"","SMALL","ALL","2014","0.86"
"","SMALL","ALL","2015","0.86"
"SRB","","ALL","1990","0.71"
"SRB","","ALL","1991","0.71"
"SRB","","ALL","1992","0.7"
"SRB","","ALL","1993","0.68"
"SRB","","ALL","1994","0.69"
"SRB","","ALL","1995","0.69"
"SRB","","ALL","1996","0.7"
"SRB","","ALL","1997","0.7"
"SRB","","ALL","1998","0.71"
"SRB","","ALL","1999","0.7"
"SRB","","ALL","2000","0.71"
"SRB","","ALL","2001","0.72"
"SRB","","ALL","2002","0.72"
"SRB","","ALL","2003","0.72"
"SRB","","ALL","2004","0.73"
"SRB","","ALL","2005","0.74"
"SRB","","ALL","2006","0.74"
"SRB","","ALL","2007","0.75"
"SRB","","ALL","2008","0.75"
"SRB","","ALL","2009","0.76"
"SRB","","ALL","2010","0.76"
"SRB","","ALL","2011","0.77"
"SRB","","ALL","2012","0.77"
"SRB","","ALL","2013","0.77"
"SRB","","ALL","2014","0.78"
"SRB","","ALL","2015","0.78"
"SVK","","ALL","1990","0.74"
"SVK","","ALL","1991","0.73"
"SVK","","ALL","1992","0.73"
"SVK","","ALL","1993","0.74"
"SVK","","ALL","1994","0.74"
"SVK","","ALL","1995","0.75"
"SVK","","ALL","1996","0.75"
"SVK","","ALL","1997","0.76"
"SVK","","ALL","1998","0.76"
"SVK","","ALL","1999","0.76"
"SVK","","ALL","2000","0.76"
"SVK","","ALL","2001","0.76"
"SVK","","ALL","2002","0.77"
"SVK","","ALL","2003","0.78"
"SVK","","ALL","2004","0.78"
"SVK","","ALL","2005","0.79"
"SVK","","ALL","2006","0.8"
"SVK","","ALL","2007","0.81"
"SVK","","ALL","2008","0.82"
"SVK","","ALL","2009","0.82"
"SVK","","ALL","2010","0.83"
"SVK","","ALL","2011","0.84"
"SVK","","ALL","2012","0.84"
"SVK","","ALL","2013","0.84"
"SVK","","ALL","2014","0.84"
"SVK","","ALL","2015","0.84"
"SVN","","ALL","1990","0.77"
"SVN","","ALL","1991","0.76"
"SVN","","ALL","1992","0.77"
"SVN","","ALL","1993","0.77"
"SVN","","ALL","1994","0.78"
"SVN","","ALL","1995","0.78"
"SVN","","ALL","1996","0.79"
"SVN","","ALL","1997","0.8"
"SVN","","ALL","1998","0.8"
"SVN","","ALL","1999","0.82"
"SVN","","ALL","2000","0.82"
"SVN","","ALL","2001","0.84"
"SVN","","ALL","2002","0.84"
"SVN","","ALL","2003","0.85"
"SVN","","ALL","2004","0.85"
"SVN","","ALL","2005","0.86"
"SVN","","ALL","2006","0.86"
"SVN","","ALL","2007","0.87"
"SVN","","ALL","2008","0.87"
"SVN","","ALL","2009","0.87"
"SVN","","ALL","2010","0.88"
"SVN","","ALL","2011","0.88"
"SVN","","ALL","2012","0.88"
"SVN","","ALL","2013","0.89"
"SVN","","ALL","2014","0.89"
"SVN","","ALL","2015","0.89"
"SWE","","ALL","1980","0.79"
"SWE","","ALL","1990","0.81"
"SWE","","ALL","1991","0.82"
"SWE","","ALL","1992","0.82"
"SWE","","ALL","1993","0.84"
"SWE","","ALL","1994","0.85"
"SWE","","ALL","1995","0.86"
"SWE","","ALL","1996","0.86"
"SWE","","ALL","1997","0.86"
"SWE","","ALL","1998","0.87"
"SWE","","ALL","1999","0.87"
"SWE","","ALL","2000","0.88"
"SWE","","ALL","2001","0.88"
"SWE","","ALL","2002","0.88"
"SWE","","ALL","2003","0.89"
"SWE","","ALL","2004","0.89"
"SWE","","ALL","2005","0.89"
"SWE","","ALL","2006","0.9"
"SWE","","ALL","2007","0.9"
"SWE","","ALL","2008","0.9"
"SWE","","ALL","2009","0.9"
"SWE","","ALL","2010","0.9"
"SWE","","ALL","2011","0.9"
"SWE","","ALL","2012","0.9"
"SWE","","ALL","2013","0.91"
"SWE","","ALL","2014","0.91"
"SWE","","ALL","2015","0.91"
"TJK","","ALL","1990","0.62"
"TJK","","ALL","1991","0.61"
"TJK","","ALL","1992","0.59"
"TJK","","ALL","1993","0.57"
"TJK","","ALL","1994","0.55"
"TJK","","ALL","1995","0.54"
"TJK","","ALL","1996","0.52"
"TJK","","ALL","1997","0.53"
"TJK","","ALL","1998","0.53"
"TJK","","ALL","1999","0.53"
"TJK","","ALL","2000","0.54"
"TJK","","ALL","2001","0.54"
"TJK","","ALL","2002","0.55"
"TJK","","ALL","2003","0.56"
"TJK","","ALL","2004","0.57"
"TJK","","ALL","2005","0.58"
"TJK","","ALL","2006","0.59"
"TJK","","ALL","2007","0.59"
"TJK","","ALL","2008","0.6"
"TJK","","ALL","2009","0.6"
"TJK","","ALL","2010","0.61"
"TJK","","ALL","2011","0.61"
"TJK","","ALL","2012","0.62"
"TJK","","ALL","2013","0.62"
"TJK","","ALL","2014","0.62"
"TJK","","ALL","2015","0.63"
"TKM","","ALL","2010","0.66"
"TKM","","ALL","2011","0.67"
"TKM","","ALL","2012","0.68"
"TKM","","ALL","2013","0.68"
"TKM","","ALL","2014","0.69"
"TKM","","ALL","2015","0.69"
"TUR","","ALL","1980","0.47"
"TUR","","ALL","1990","0.58"
"TUR","","ALL","1991","0.58"
"TUR","","ALL","1992","0.59"
"TUR","","ALL","1993","0.59"
"TUR","","ALL","1994","0.6"
"TUR","","ALL","1995","0.6"
"TUR","","ALL","1996","0.61"
"TUR","","ALL","1997","0.62"
"TUR","","ALL","1998","0.63"
"TUR","","ALL","1999","0.64"
"TUR","","ALL","2000","0.65"
"TUR","","ALL","2001","0.66"
"TUR","","ALL","2002","0.67"
"TUR","","ALL","2003","0.68"
"TUR","","ALL","2004","0.68"
"TUR","","ALL","2005","0.69"
"TUR","","ALL","2006","0.7"
"TUR","","ALL","2007","0.7"
"TUR","","ALL","2008","0.71"
"TUR","","ALL","2009","0.72"
"TUR","","ALL","2010","0.74"
"TUR","","ALL","2011","0.75"
"TUR","","ALL","2012","0.75"
"TUR","","ALL","2013","0.76"
"TUR","","ALL","2014","0.76"
"TUR","","ALL","2015","0.77"
"UKR","","ALL","1990","0.71"
"UKR","","ALL","1991","0.7"
"UKR","","ALL","1992","0.69"
"UKR","","ALL","1993","0.68"
"UKR","","ALL","1994","0.67"
"UKR","","ALL","1995","0.66"
"UKR","","ALL","1996","0.66"
"UKR","","ALL","1997","0.66"
"UKR","","ALL","1998","0.66"
"UKR","","ALL","1999","0.67"
"UKR","","ALL","2000","0.67"
"UKR","","ALL","2001","0.68"
"UKR","","ALL","2002","0.69"
"UKR","","ALL","2003","0.7"
"UKR","","ALL","2004","0.71"
"UKR","","ALL","2005","0.72"
"UKR","","ALL","2006","0.72"
"UKR","","ALL","2007","0.73"
"UKR","","ALL","2008","0.73"
"UKR","","ALL","2009","0.73"
"UKR","","ALL","2010","0.73"
"UKR","","ALL","2011","0.74"
"UKR","","ALL","2012","0.74"
"UKR","","ALL","2013","0.75"
"UKR","","ALL","2014","0.75"
"UKR","","ALL","2015","0.74"
"UZB","","ALL","2000","0.59"
"UZB","","ALL","2001","0.6"
"UZB","","ALL","2002","0.61"
"UZB","","ALL","2003","0.61"
"UZB","","ALL","2004","0.62"
"UZB","","ALL","2005","0.63"
"UZB","","ALL","2006","0.63"
"UZB","","ALL","2007","0.64"
"UZB","","ALL","2008","0.65"
"UZB","","ALL","2009","0.66"
"UZB","","ALL","2010","0.66"
"UZB","","ALL","2011","0.67"
"UZB","","ALL","2012","0.68"
"UZB","","ALL","2013","0.69"
"UZB","","ALL","2014","0.7"
"UZB","","ALL","2015","0.7"
"","WESTERN_BALKANS","ALL","2003","0.71"
"","WESTERN_BALKANS","ALL","2004","0.71"
"","WESTERN_BALKANS","ALL","2005","0.72"
"","WESTERN_BALKANS","ALL","2006","0.73"
"","WESTERN_BALKANS","ALL","2007","0.73"
"","WESTERN_BALKANS","ALL","2008","0.74"
"","WESTERN_BALKANS","ALL","2009","0.74"
"","WESTERN_BALKANS","ALL","2010","0.74"
"","WESTERN_BALKANS","ALL","2011","0.76"
"","WESTERN_BALKANS","ALL","2012","0.76"
"","WESTERN_BALKANS","ALL","2013","0.76"
"","WESTERN_BALKANS","ALL","2014","0.77"
"","WESTERN_BALKANS","ALL","2015","0.77"
"","WHO_EURO","ALL","1990","0.73"
"","WHO_EURO","ALL","1991","0.73"
"","WHO_EURO","ALL","1992","0.73"
"","WHO_EURO","ALL","1993","0.73"
"","WHO_EURO","ALL","1994","0.73"
"","WHO_EURO","ALL","1995","0.74"
"","WHO_EURO","ALL","1996","0.74"
"","WHO_EURO","ALL","1997","0.74"
"","WHO_EURO","ALL","1998","0.75"
"","WHO_EURO","ALL","1999","0.75"
"","WHO_EURO","ALL","2000","0.76"
"","WHO_EURO","ALL","2001","0.77"
"","WHO_EURO","ALL","2002","0.77"
"","WHO_EURO","ALL","2003","0.78"
"","WHO_EURO","ALL","2004","0.78"
"","WHO_EURO","ALL","2005","0.79"
"","WHO_EURO","ALL","2006","0.8"
"","WHO_EURO","ALL","2007","0.8"
"","WHO_EURO","ALL","2008","0.8"
"","WHO_EURO","ALL","2009","0.8"
"","WHO_EURO","ALL","2010","0.81"
"","WHO_EURO","ALL","2011","0.82"
"","WHO_EURO","ALL","2012","0.82"
"","WHO_EURO","ALL","2013","0.82"
"","WHO_EURO","ALL","2014","0.83"
"","WHO_EURO","ALL","2015","0.83"

"Last update","2024.10.07 14:30:52 GMT"
"Description","UNDP Human Development Index (HDI)"
"Reference link","https://dw.euro.who.int/api/v3/measures/HFA_42?lang=En"

"Copyright"
"© WHO Regional Office for Europe 2025. All rights reserved.","https://www.who.int/about/policies/publishing/copyright"
